bag_id,bag_name,original_timestamp_ns,relative_time_s,source_path,dest_path
bag1,2024-08-20_13-55-34,1724154967581444400,30.447,raw_processed/all_images/2024-08-20_13-55-34/1724154967581444400.jpg,solaqua_labeled_fish/images/bag1_1724154967581444400.jpg
bag1,2024-08-20_13-55-34,1724154967734296600,30.600,raw_processed/all_images/2024-08-20_13-55-34/1724154967734296600.jpg,solaqua_labeled_fish/images/bag1_1724154967734296600.jpg
bag1,2024-08-20_13-55-34,1724154967903539200,30.769,raw_processed/all_images/2024-08-20_13-55-34/1724154967903539200.jpg,solaqua_labeled_fish/images/bag1_1724154967903539200.jpg
bag1,2024-08-20_13-55-34,1724154968056795900,30.922,raw_processed/all_images/2024-08-20_13-55-34/1724154968056795900.jpg,solaqua_labeled_fish/images/bag1_1724154968056795900.jpg
bag1,2024-08-20_13-55-34,1724154968222104700,31.088,raw_processed/all_images/2024-08-20_13-55-34/1724154968222104700.jpg,solaqua_labeled_fish/images/bag1_1724154968222104700.jpg
bag1,2024-08-20_13-55-34,1724154968377721200,31.243,raw_processed/all_images/2024-08-20_13-55-34/1724154968377721200.jpg,solaqua_labeled_fish/images/bag1_1724154968377721200.jpg
bag1,2024-08-20_13-55-34,1724154968541819100,31.407,raw_processed/all_images/2024-08-20_13-55-34/1724154968541819100.jpg,solaqua_labeled_fish/images/bag1_1724154968541819100.jpg
bag1,2024-08-20_13-55-34,1724154968693886300,31.560,raw_processed/all_images/2024-08-20_13-55-34/1724154968693886300.jpg,solaqua_labeled_fish/images/bag1_1724154968693886300.jpg
bag1,2024-08-20_13-55-34,1724154968860295100,31.726,raw_processed/all_images/2024-08-20_13-55-34/1724154968860295100.jpg,solaqua_labeled_fish/images/bag1_1724154968860295100.jpg
bag1,2024-08-20_13-55-34,1724154969015023300,31.881,raw_processed/all_images/2024-08-20_13-55-34/1724154969015023300.jpg,solaqua_labeled_fish/images/bag1_1724154969015023300.jpg
bag1,2024-08-20_13-55-34,1724154969181689700,32.047,raw_processed/all_images/2024-08-20_13-55-34/1724154969181689700.jpg,solaqua_labeled_fish/images/bag1_1724154969181689700.jpg
bag1,2024-08-20_13-55-34,1724154969332182400,32.198,raw_processed/all_images/2024-08-20_13-55-34/1724154969332182400.jpg,solaqua_labeled_fish/images/bag1_1724154969332182400.jpg
bag1,2024-08-20_13-55-34,1724154969500936300,32.367,raw_processed/all_images/2024-08-20_13-55-34/1724154969500936300.jpg,solaqua_labeled_fish/images/bag1_1724154969500936300.jpg
bag1,2024-08-20_13-55-34,1724154969664208500,32.530,raw_processed/all_images/2024-08-20_13-55-34/1724154969664208500.jpg,solaqua_labeled_fish/images/bag1_1724154969664208500.jpg
bag1,2024-08-20_13-55-34,1724154969821356600,32.687,raw_processed/all_images/2024-08-20_13-55-34/1724154969821356600.jpg,solaqua_labeled_fish/images/bag1_1724154969821356600.jpg
bag1,2024-08-20_13-55-34,1724154969972543500,32.838,raw_processed/all_images/2024-08-20_13-55-34/1724154969972543500.jpg,solaqua_labeled_fish/images/bag1_1724154969972543500.jpg
bag1,2024-08-20_13-55-34,1724154970143658100,33.009,raw_processed/all_images/2024-08-20_13-55-34/1724154970143658100.jpg,solaqua_labeled_fish/images/bag1_1724154970143658100.jpg
bag1,2024-08-20_13-55-34,1724154970296894100,33.163,raw_processed/all_images/2024-08-20_13-55-34/1724154970296894100.jpg,solaqua_labeled_fish/images/bag1_1724154970296894100.jpg
bag1,2024-08-20_13-55-34,1724154970463662600,33.329,raw_processed/all_images/2024-08-20_13-55-34/1724154970463662600.jpg,solaqua_labeled_fish/images/bag1_1724154970463662600.jpg
bag1,2024-08-20_13-55-34,1724154970616734800,33.482,raw_processed/all_images/2024-08-20_13-55-34/1724154970616734800.jpg,solaqua_labeled_fish/images/bag1_1724154970616734800.jpg
bag1,2024-08-20_13-55-34,1724154970787042000,33.653,raw_processed/all_images/2024-08-20_13-55-34/1724154970787042000.jpg,solaqua_labeled_fish/images/bag1_1724154970787042000.jpg
bag1,2024-08-20_13-55-34,1724154970940872600,33.807,raw_processed/all_images/2024-08-20_13-55-34/1724154970940872600.jpg,solaqua_labeled_fish/images/bag1_1724154970940872600.jpg
bag1,2024-08-20_13-55-34,1724154971094100200,33.960,raw_processed/all_images/2024-08-20_13-55-34/1724154971094100200.jpg,solaqua_labeled_fish/images/bag1_1724154971094100200.jpg
bag1,2024-08-20_13-55-34,1724154971261051800,34.127,raw_processed/all_images/2024-08-20_13-55-34/1724154971261051800.jpg,solaqua_labeled_fish/images/bag1_1724154971261051800.jpg
bag1,2024-08-20_13-55-34,1724154971414384100,34.280,raw_processed/all_images/2024-08-20_13-55-34/1724154971414384100.jpg,solaqua_labeled_fish/images/bag1_1724154971414384100.jpg
bag1,2024-08-20_13-55-34,1724154971580762600,34.446,raw_processed/all_images/2024-08-20_13-55-34/1724154971580762600.jpg,solaqua_labeled_fish/images/bag1_1724154971580762600.jpg
bag1,2024-08-20_13-55-34,1724154971733501200,34.599,raw_processed/all_images/2024-08-20_13-55-34/1724154971733501200.jpg,solaqua_labeled_fish/images/bag1_1724154971733501200.jpg
bag1,2024-08-20_13-55-34,1724154971901865000,34.767,raw_processed/all_images/2024-08-20_13-55-34/1724154971901865000.jpg,solaqua_labeled_fish/images/bag1_1724154971901865000.jpg
bag1,2024-08-20_13-55-34,1724154972053439700,34.919,raw_processed/all_images/2024-08-20_13-55-34/1724154972053439700.jpg,solaqua_labeled_fish/images/bag1_1724154972053439700.jpg
bag1,2024-08-20_13-55-34,1724154972219520900,35.085,raw_processed/all_images/2024-08-20_13-55-34/1724154972219520900.jpg,solaqua_labeled_fish/images/bag1_1724154972219520900.jpg
bag1,2024-08-20_13-55-34,1724154972372166800,35.238,raw_processed/all_images/2024-08-20_13-55-34/1724154972372166800.jpg,solaqua_labeled_fish/images/bag1_1724154972372166800.jpg
bag1,2024-08-20_13-55-34,1724154972542369900,35.408,raw_processed/all_images/2024-08-20_13-55-34/1724154972542369900.jpg,solaqua_labeled_fish/images/bag1_1724154972542369900.jpg
bag1,2024-08-20_13-55-34,1724154972692237500,35.558,raw_processed/all_images/2024-08-20_13-55-34/1724154972692237500.jpg,solaqua_labeled_fish/images/bag1_1724154972692237500.jpg
bag1,2024-08-20_13-55-34,1724154972857313300,35.723,raw_processed/all_images/2024-08-20_13-55-34/1724154972857313300.jpg,solaqua_labeled_fish/images/bag1_1724154972857313300.jpg
bag1,2024-08-20_13-55-34,1724154973013153400,35.879,raw_processed/all_images/2024-08-20_13-55-34/1724154973013153400.jpg,solaqua_labeled_fish/images/bag1_1724154973013153400.jpg
bag1,2024-08-20_13-55-34,1724154973180026700,36.046,raw_processed/all_images/2024-08-20_13-55-34/1724154973180026700.jpg,solaqua_labeled_fish/images/bag1_1724154973180026700.jpg
bag1,2024-08-20_13-55-34,1724154973331215100,36.197,raw_processed/all_images/2024-08-20_13-55-34/1724154973331215100.jpg,solaqua_labeled_fish/images/bag1_1724154973331215100.jpg
bag1,2024-08-20_13-55-34,1724154973498278600,36.364,raw_processed/all_images/2024-08-20_13-55-34/1724154973498278600.jpg,solaqua_labeled_fish/images/bag1_1724154973498278600.jpg
bag1,2024-08-20_13-55-34,1724154973651232000,36.517,raw_processed/all_images/2024-08-20_13-55-34/1724154973651232000.jpg,solaqua_labeled_fish/images/bag1_1724154973651232000.jpg
bag1,2024-08-20_13-55-34,1724154973818095000,36.684,raw_processed/all_images/2024-08-20_13-55-34/1724154973818095000.jpg,solaqua_labeled_fish/images/bag1_1724154973818095000.jpg
bag1,2024-08-20_13-55-34,1724154973971441300,36.837,raw_processed/all_images/2024-08-20_13-55-34/1724154973971441300.jpg,solaqua_labeled_fish/images/bag1_1724154973971441300.jpg
bag1,2024-08-20_13-55-34,1724154974142204500,37.008,raw_processed/all_images/2024-08-20_13-55-34/1724154974142204500.jpg,solaqua_labeled_fish/images/bag1_1724154974142204500.jpg
bag1,2024-08-20_13-55-34,1724154974291809100,37.157,raw_processed/all_images/2024-08-20_13-55-34/1724154974291809100.jpg,solaqua_labeled_fish/images/bag1_1724154974291809100.jpg
bag1,2024-08-20_13-55-34,1724154974460967900,37.327,raw_processed/all_images/2024-08-20_13-55-34/1724154974460967900.jpg,solaqua_labeled_fish/images/bag1_1724154974460967900.jpg
bag1,2024-08-20_13-55-34,1724154974611904200,37.478,raw_processed/all_images/2024-08-20_13-55-34/1724154974611904200.jpg,solaqua_labeled_fish/images/bag1_1724154974611904200.jpg
bag1,2024-08-20_13-55-34,1724154974777202200,37.643,raw_processed/all_images/2024-08-20_13-55-34/1724154974777202200.jpg,solaqua_labeled_fish/images/bag1_1724154974777202200.jpg
bag1,2024-08-20_13-55-34,1724154974932099100,37.798,raw_processed/all_images/2024-08-20_13-55-34/1724154974932099100.jpg,solaqua_labeled_fish/images/bag1_1724154974932099100.jpg
bag1,2024-08-20_13-55-34,1724154975100674800,37.966,raw_processed/all_images/2024-08-20_13-55-34/1724154975100674800.jpg,solaqua_labeled_fish/images/bag1_1724154975100674800.jpg
bag1,2024-08-20_13-55-34,1724154975253956000,38.120,raw_processed/all_images/2024-08-20_13-55-34/1724154975253956000.jpg,solaqua_labeled_fish/images/bag1_1724154975253956000.jpg
bag1,2024-08-20_13-55-34,1724154975423442600,38.289,raw_processed/all_images/2024-08-20_13-55-34/1724154975423442600.jpg,solaqua_labeled_fish/images/bag1_1724154975423442600.jpg
bag1,2024-08-20_13-55-34,1724154975572629600,38.438,raw_processed/all_images/2024-08-20_13-55-34/1724154975572629600.jpg,solaqua_labeled_fish/images/bag1_1724154975572629600.jpg
bag1,2024-08-20_13-55-34,1724154975739801100,38.605,raw_processed/all_images/2024-08-20_13-55-34/1724154975739801100.jpg,solaqua_labeled_fish/images/bag1_1724154975739801100.jpg
bag1,2024-08-20_13-55-34,1724154975906373300,38.772,raw_processed/all_images/2024-08-20_13-55-34/1724154975906373300.jpg,solaqua_labeled_fish/images/bag1_1724154975906373300.jpg
bag1,2024-08-20_13-55-34,1724154976058761800,38.924,raw_processed/all_images/2024-08-20_13-55-34/1724154976058761800.jpg,solaqua_labeled_fish/images/bag1_1724154976058761800.jpg
bag1,2024-08-20_13-55-34,1724154976224539800,39.090,raw_processed/all_images/2024-08-20_13-55-34/1724154976224539800.jpg,solaqua_labeled_fish/images/bag1_1724154976224539800.jpg
bag1,2024-08-20_13-55-34,1724154976373231500,39.239,raw_processed/all_images/2024-08-20_13-55-34/1724154976373231500.jpg,solaqua_labeled_fish/images/bag1_1724154976373231500.jpg
bag1,2024-08-20_13-55-34,1724154976542216300,39.408,raw_processed/all_images/2024-08-20_13-55-34/1724154976542216300.jpg,solaqua_labeled_fish/images/bag1_1724154976542216300.jpg
bag1,2024-08-20_13-55-34,1724154976697618900,39.563,raw_processed/all_images/2024-08-20_13-55-34/1724154976697618900.jpg,solaqua_labeled_fish/images/bag1_1724154976697618900.jpg
bag1,2024-08-20_13-55-34,1724154976864097600,39.730,raw_processed/all_images/2024-08-20_13-55-34/1724154976864097600.jpg,solaqua_labeled_fish/images/bag1_1724154976864097600.jpg
bag1,2024-08-20_13-55-34,1724154977012882900,39.879,raw_processed/all_images/2024-08-20_13-55-34/1724154977012882900.jpg,solaqua_labeled_fish/images/bag1_1724154977012882900.jpg
bag2,2024-08-20_13-57-42,1724155072144622200,7.006,raw_processed/all_images/2024-08-20_13-57-42/1724155072144622200.jpg,solaqua_labeled_fish/images/bag2_1724155072144622200.jpg
bag2,2024-08-20_13-57-42,1724155072298361200,7.160,raw_processed/all_images/2024-08-20_13-57-42/1724155072298361200.jpg,solaqua_labeled_fish/images/bag2_1724155072298361200.jpg
bag2,2024-08-20_13-57-42,1724155072465993000,7.327,raw_processed/all_images/2024-08-20_13-57-42/1724155072465993000.jpg,solaqua_labeled_fish/images/bag2_1724155072465993000.jpg
bag2,2024-08-20_13-57-42,1724155072615870000,7.477,raw_processed/all_images/2024-08-20_13-57-42/1724155072615870000.jpg,solaqua_labeled_fish/images/bag2_1724155072615870000.jpg
bag2,2024-08-20_13-57-42,1724155072782228100,7.643,raw_processed/all_images/2024-08-20_13-57-42/1724155072782228100.jpg,solaqua_labeled_fish/images/bag2_1724155072782228100.jpg
bag2,2024-08-20_13-57-42,1724155072933828500,7.795,raw_processed/all_images/2024-08-20_13-57-42/1724155072933828500.jpg,solaqua_labeled_fish/images/bag2_1724155072933828500.jpg
bag2,2024-08-20_13-57-42,1724155073104290700,7.966,raw_processed/all_images/2024-08-20_13-57-42/1724155073104290700.jpg,solaqua_labeled_fish/images/bag2_1724155073104290700.jpg
bag2,2024-08-20_13-57-42,1724155073255645600,8.117,raw_processed/all_images/2024-08-20_13-57-42/1724155073255645600.jpg,solaqua_labeled_fish/images/bag2_1724155073255645600.jpg
bag2,2024-08-20_13-57-42,1724155073423403800,8.285,raw_processed/all_images/2024-08-20_13-57-42/1724155073423403800.jpg,solaqua_labeled_fish/images/bag2_1724155073423403800.jpg
bag2,2024-08-20_13-57-42,1724155073575016000,8.436,raw_processed/all_images/2024-08-20_13-57-42/1724155073575016000.jpg,solaqua_labeled_fish/images/bag2_1724155073575016000.jpg
bag2,2024-08-20_13-57-42,1724155073745623000,8.607,raw_processed/all_images/2024-08-20_13-57-42/1724155073745623000.jpg,solaqua_labeled_fish/images/bag2_1724155073745623000.jpg
bag2,2024-08-20_13-57-42,1724155073896910400,8.758,raw_processed/all_images/2024-08-20_13-57-42/1724155073896910400.jpg,solaqua_labeled_fish/images/bag2_1724155073896910400.jpg
bag2,2024-08-20_13-57-42,1724155074063844100,8.925,raw_processed/all_images/2024-08-20_13-57-42/1724155074063844100.jpg,solaqua_labeled_fish/images/bag2_1724155074063844100.jpg
bag2,2024-08-20_13-57-42,1724155074215498200,9.077,raw_processed/all_images/2024-08-20_13-57-42/1724155074215498200.jpg,solaqua_labeled_fish/images/bag2_1724155074215498200.jpg
bag2,2024-08-20_13-57-42,1724155074382744800,9.244,raw_processed/all_images/2024-08-20_13-57-42/1724155074382744800.jpg,solaqua_labeled_fish/images/bag2_1724155074382744800.jpg
bag2,2024-08-20_13-57-42,1724155074542987200,9.404,raw_processed/all_images/2024-08-20_13-57-42/1724155074542987200.jpg,solaqua_labeled_fish/images/bag2_1724155074542987200.jpg
bag2,2024-08-20_13-57-42,1724155074704958300,9.566,raw_processed/all_images/2024-08-20_13-57-42/1724155074704958300.jpg,solaqua_labeled_fish/images/bag2_1724155074704958300.jpg
bag2,2024-08-20_13-57-42,1724155074855809300,9.717,raw_processed/all_images/2024-08-20_13-57-42/1724155074855809300.jpg,solaqua_labeled_fish/images/bag2_1724155074855809300.jpg
bag2,2024-08-20_13-57-42,1724155075020580200,9.882,raw_processed/all_images/2024-08-20_13-57-42/1724155075020580200.jpg,solaqua_labeled_fish/images/bag2_1724155075020580200.jpg
bag2,2024-08-20_13-57-42,1724155075174502100,10.036,raw_processed/all_images/2024-08-20_13-57-42/1724155075174502100.jpg,solaqua_labeled_fish/images/bag2_1724155075174502100.jpg
bag2,2024-08-20_13-57-42,1724155075343459600,10.205,raw_processed/all_images/2024-08-20_13-57-42/1724155075343459600.jpg,solaqua_labeled_fish/images/bag2_1724155075343459600.jpg
bag2,2024-08-20_13-57-42,1724155075495522500,10.357,raw_processed/all_images/2024-08-20_13-57-42/1724155075495522500.jpg,solaqua_labeled_fish/images/bag2_1724155075495522500.jpg
bag2,2024-08-20_13-57-42,1724155075663336900,10.525,raw_processed/all_images/2024-08-20_13-57-42/1724155075663336900.jpg,solaqua_labeled_fish/images/bag2_1724155075663336900.jpg
bag2,2024-08-20_13-57-42,1724155075815333300,10.677,raw_processed/all_images/2024-08-20_13-57-42/1724155075815333300.jpg,solaqua_labeled_fish/images/bag2_1724155075815333300.jpg
bag2,2024-08-20_13-57-42,1724155075985445700,10.847,raw_processed/all_images/2024-08-20_13-57-42/1724155075985445700.jpg,solaqua_labeled_fish/images/bag2_1724155075985445700.jpg
bag2,2024-08-20_13-57-42,1724155076134787600,10.996,raw_processed/all_images/2024-08-20_13-57-42/1724155076134787600.jpg,solaqua_labeled_fish/images/bag2_1724155076134787600.jpg
bag2,2024-08-20_13-57-42,1724155076307894200,11.169,raw_processed/all_images/2024-08-20_13-57-42/1724155076307894200.jpg,solaqua_labeled_fish/images/bag2_1724155076307894200.jpg
bag2,2024-08-20_13-57-42,1724155076454355800,11.316,raw_processed/all_images/2024-08-20_13-57-42/1724155076454355800.jpg,solaqua_labeled_fish/images/bag2_1724155076454355800.jpg
bag2,2024-08-20_13-57-42,1724155076621056600,11.482,raw_processed/all_images/2024-08-20_13-57-42/1724155076621056600.jpg,solaqua_labeled_fish/images/bag2_1724155076621056600.jpg
bag2,2024-08-20_13-57-42,1724155076772997600,11.634,raw_processed/all_images/2024-08-20_13-57-42/1724155076772997600.jpg,solaqua_labeled_fish/images/bag2_1724155076772997600.jpg
bag2,2024-08-20_13-57-42,1724155076941231900,11.802,raw_processed/all_images/2024-08-20_13-57-42/1724155076941231900.jpg,solaqua_labeled_fish/images/bag2_1724155076941231900.jpg
bag2,2024-08-20_13-57-42,1724155077095009600,11.956,raw_processed/all_images/2024-08-20_13-57-42/1724155077095009600.jpg,solaqua_labeled_fish/images/bag2_1724155077095009600.jpg
bag2,2024-08-20_13-57-42,1724155077267279600,12.129,raw_processed/all_images/2024-08-20_13-57-42/1724155077267279600.jpg,solaqua_labeled_fish/images/bag2_1724155077267279600.jpg
bag2,2024-08-20_13-57-42,1724155077415896500,12.277,raw_processed/all_images/2024-08-20_13-57-42/1724155077415896500.jpg,solaqua_labeled_fish/images/bag2_1724155077415896500.jpg
bag2,2024-08-20_13-57-42,1724155077583062300,12.444,raw_processed/all_images/2024-08-20_13-57-42/1724155077583062300.jpg,solaqua_labeled_fish/images/bag2_1724155077583062300.jpg
bag2,2024-08-20_13-57-42,1724155077734680400,12.596,raw_processed/all_images/2024-08-20_13-57-42/1724155077734680400.jpg,solaqua_labeled_fish/images/bag2_1724155077734680400.jpg
bag2,2024-08-20_13-57-42,1724155077903489400,12.765,raw_processed/all_images/2024-08-20_13-57-42/1724155077903489400.jpg,solaqua_labeled_fish/images/bag2_1724155077903489400.jpg
bag2,2024-08-20_13-57-42,1724155078055934900,12.917,raw_processed/all_images/2024-08-20_13-57-42/1724155078055934900.jpg,solaqua_labeled_fish/images/bag2_1724155078055934900.jpg
bag2,2024-08-20_13-57-42,1724155094185387100,29.047,raw_processed/all_images/2024-08-20_13-57-42/1724155094185387100.jpg,solaqua_labeled_fish/images/bag2_1724155094185387100.jpg
bag2,2024-08-20_13-57-42,1724155094337025800,29.198,raw_processed/all_images/2024-08-20_13-57-42/1724155094337025800.jpg,solaqua_labeled_fish/images/bag2_1724155094337025800.jpg
bag2,2024-08-20_13-57-42,1724155094503589700,29.365,raw_processed/all_images/2024-08-20_13-57-42/1724155094503589700.jpg,solaqua_labeled_fish/images/bag2_1724155094503589700.jpg
bag2,2024-08-20_13-57-42,1724155094653952800,29.515,raw_processed/all_images/2024-08-20_13-57-42/1724155094653952800.jpg,solaqua_labeled_fish/images/bag2_1724155094653952800.jpg
bag2,2024-08-20_13-57-42,1724155094820891400,29.682,raw_processed/all_images/2024-08-20_13-57-42/1724155094820891400.jpg,solaqua_labeled_fish/images/bag2_1724155094820891400.jpg
bag2,2024-08-20_13-57-42,1724155094973507500,29.835,raw_processed/all_images/2024-08-20_13-57-42/1724155094973507500.jpg,solaqua_labeled_fish/images/bag2_1724155094973507500.jpg
bag2,2024-08-20_13-57-42,1724155095142107000,30.003,raw_processed/all_images/2024-08-20_13-57-42/1724155095142107000.jpg,solaqua_labeled_fish/images/bag2_1724155095142107000.jpg
bag2,2024-08-20_13-57-42,1724155095292593000,30.154,raw_processed/all_images/2024-08-20_13-57-42/1724155095292593000.jpg,solaqua_labeled_fish/images/bag2_1724155095292593000.jpg
bag2,2024-08-20_13-57-42,1724155095461222600,30.322,raw_processed/all_images/2024-08-20_13-57-42/1724155095461222600.jpg,solaqua_labeled_fish/images/bag2_1724155095461222600.jpg
bag2,2024-08-20_13-57-42,1724155095616564900,30.478,raw_processed/all_images/2024-08-20_13-57-42/1724155095616564900.jpg,solaqua_labeled_fish/images/bag2_1724155095616564900.jpg
bag2,2024-08-20_13-57-42,1724155095784229200,30.645,raw_processed/all_images/2024-08-20_13-57-42/1724155095784229200.jpg,solaqua_labeled_fish/images/bag2_1724155095784229200.jpg
bag2,2024-08-20_13-57-42,1724155095939203900,30.800,raw_processed/all_images/2024-08-20_13-57-42/1724155095939203900.jpg,solaqua_labeled_fish/images/bag2_1724155095939203900.jpg
bag2,2024-08-20_13-57-42,1724155096103965300,30.965,raw_processed/all_images/2024-08-20_13-57-42/1724155096103965300.jpg,solaqua_labeled_fish/images/bag2_1724155096103965300.jpg
bag2,2024-08-20_13-57-42,1724155096256350500,31.118,raw_processed/all_images/2024-08-20_13-57-42/1724155096256350500.jpg,solaqua_labeled_fish/images/bag2_1724155096256350500.jpg
bag2,2024-08-20_13-57-42,1724155096411744800,31.273,raw_processed/all_images/2024-08-20_13-57-42/1724155096411744800.jpg,solaqua_labeled_fish/images/bag2_1724155096411744800.jpg
bag2,2024-08-20_13-57-42,1724155096577716500,31.439,raw_processed/all_images/2024-08-20_13-57-42/1724155096577716500.jpg,solaqua_labeled_fish/images/bag2_1724155096577716500.jpg
bag2,2024-08-20_13-57-42,1724155096744094900,31.605,raw_processed/all_images/2024-08-20_13-57-42/1724155096744094900.jpg,solaqua_labeled_fish/images/bag2_1724155096744094900.jpg
bag2,2024-08-20_13-57-42,1724155096898552200,31.760,raw_processed/all_images/2024-08-20_13-57-42/1724155096898552200.jpg,solaqua_labeled_fish/images/bag2_1724155096898552200.jpg
bag2,2024-08-20_13-57-42,1724155097064611100,31.926,raw_processed/all_images/2024-08-20_13-57-42/1724155097064611100.jpg,solaqua_labeled_fish/images/bag2_1724155097064611100.jpg
bag2,2024-08-20_13-57-42,1724155097217850600,32.079,raw_processed/all_images/2024-08-20_13-57-42/1724155097217850600.jpg,solaqua_labeled_fish/images/bag2_1724155097217850600.jpg
bag2,2024-08-20_13-57-42,1724155097384529000,32.246,raw_processed/all_images/2024-08-20_13-57-42/1724155097384529000.jpg,solaqua_labeled_fish/images/bag2_1724155097384529000.jpg
bag2,2024-08-20_13-57-42,1724155097534667900,32.396,raw_processed/all_images/2024-08-20_13-57-42/1724155097534667900.jpg,solaqua_labeled_fish/images/bag2_1724155097534667900.jpg
bag2,2024-08-20_13-57-42,1724155097699687300,32.561,raw_processed/all_images/2024-08-20_13-57-42/1724155097699687300.jpg,solaqua_labeled_fish/images/bag2_1724155097699687300.jpg
bag2,2024-08-20_13-57-42,1724155097853433000,32.715,raw_processed/all_images/2024-08-20_13-57-42/1724155097853433000.jpg,solaqua_labeled_fish/images/bag2_1724155097853433000.jpg
bag2,2024-08-20_13-57-42,1724155098023390300,32.885,raw_processed/all_images/2024-08-20_13-57-42/1724155098023390300.jpg,solaqua_labeled_fish/images/bag2_1724155098023390300.jpg
bag2,2024-08-20_13-57-42,1724155098173725200,33.035,raw_processed/all_images/2024-08-20_13-57-42/1724155098173725200.jpg,solaqua_labeled_fish/images/bag2_1724155098173725200.jpg
bag2,2024-08-20_13-57-42,1724155098340396000,33.202,raw_processed/all_images/2024-08-20_13-57-42/1724155098340396000.jpg,solaqua_labeled_fish/images/bag2_1724155098340396000.jpg
bag2,2024-08-20_13-57-42,1724155098494051900,33.355,raw_processed/all_images/2024-08-20_13-57-42/1724155098494051900.jpg,solaqua_labeled_fish/images/bag2_1724155098494051900.jpg
bag2,2024-08-20_13-57-42,1724155098661132000,33.522,raw_processed/all_images/2024-08-20_13-57-42/1724155098661132000.jpg,solaqua_labeled_fish/images/bag2_1724155098661132000.jpg
bag2,2024-08-20_13-57-42,1724155098813526900,33.675,raw_processed/all_images/2024-08-20_13-57-42/1724155098813526900.jpg,solaqua_labeled_fish/images/bag2_1724155098813526900.jpg
bag2,2024-08-20_13-57-42,1724155098983418400,33.845,raw_processed/all_images/2024-08-20_13-57-42/1724155098983418400.jpg,solaqua_labeled_fish/images/bag2_1724155098983418400.jpg
bag2,2024-08-20_13-57-42,1724155099134076500,33.995,raw_processed/all_images/2024-08-20_13-57-42/1724155099134076500.jpg,solaqua_labeled_fish/images/bag2_1724155099134076500.jpg
bag2,2024-08-20_13-57-42,1724155099301863300,34.163,raw_processed/all_images/2024-08-20_13-57-42/1724155099301863300.jpg,solaqua_labeled_fish/images/bag2_1724155099301863300.jpg
bag2,2024-08-20_13-57-42,1724155099453939500,34.315,raw_processed/all_images/2024-08-20_13-57-42/1724155099453939500.jpg,solaqua_labeled_fish/images/bag2_1724155099453939500.jpg
bag2,2024-08-20_13-57-42,1724155099623517400,34.485,raw_processed/all_images/2024-08-20_13-57-42/1724155099623517400.jpg,solaqua_labeled_fish/images/bag2_1724155099623517400.jpg
bag2,2024-08-20_13-57-42,1724155099777627900,34.639,raw_processed/all_images/2024-08-20_13-57-42/1724155099777627900.jpg,solaqua_labeled_fish/images/bag2_1724155099777627900.jpg
bag2,2024-08-20_13-57-42,1724155099943800200,34.805,raw_processed/all_images/2024-08-20_13-57-42/1724155099943800200.jpg,solaqua_labeled_fish/images/bag2_1724155099943800200.jpg
bag2,2024-08-20_13-57-42,1724155100095243900,34.956,raw_processed/all_images/2024-08-20_13-57-42/1724155100095243900.jpg,solaqua_labeled_fish/images/bag2_1724155100095243900.jpg
